Food Name,Category,Calories (per 100g),Carbs (g),Protein (g),Fat (g),Serving Size (g),Meal Time,Dietary Suitability,Ingredients,Description
Aloo Paratha,Breakfast,249,62.9,19.0,14.6,250,Morning,Diabetic Friendly,Ingredients Not Available,Aloo Paratha is a popular dish served as breakfast.
Fruits Bowl,Snack,228,20.3,6.7,19.6,100,Evening,Weight Gain,Ingredients Not Available,Fruits Bowl is a popular dish served as snack.
Vegetable Salad,Snack,181,39.0,12.2,1.6,200,Evening,Balanced Diet,Ingredients Not Available,Vegetable Salad is a popular dish served as snack.
Vadai,Snack,49,27.6,8.2,1.3,150,Afternoon,Balanced Diet,"Urad Dal, Black Pepper, Curry Leaves, Salt",Vadai is a popular dish served as snack.
Kootu,Side Dish,398,31.4,18.0,8.6,200,Afternoon,Balanced Diet,"Vegetables, Coconut, Spices, Lentils",Kootu is a popular dish served as side dish.
Chicken 65,Snack,353,43.8,9.0,3.7,250,Evening,Weight Loss,Ingredients Not Available,Chicken 65 is a popular dish served as snack.
Peanut Ladoo,Snack,158,11.3,17.3,12.2,250,Evening,Weight Gain,Ingredients Not Available,Peanut Ladoo is a popular dish served as snack.
Upma,Breakfast,97,42.3,2.8,4.1,300,Afternoon,Diabetic Friendly,"Rava, Vegetables, Curry Leaves, Spices",Upma is a popular dish served as breakfast.
Vegetable Salad,Snack,395,51.4,19.7,22.9,250,Afternoon,Weight Loss,Ingredients Not Available,Vegetable Salad is a popular dish served as snack.
Chapati,Lunch,216,54.8,15.8,17.3,100,Morning,Immunity Boost,Ingredients Not Available,Chapati is a popular dish served as lunch.
Egg Dosa,Breakfast,276,34.2,19.2,9.9,250,Morning,Balanced Diet,Ingredients Not Available,Egg Dosa is a popular dish served as breakfast.
Biryani,Lunch,210,69.7,13.2,7.4,250,Evening,Immunity Boost,Ingredients Not Available,Biryani is a popular dish served as lunch.
Carrot Halwa,Dessert,76,30.9,17.7,26.2,100,Morning,Diabetic Friendly,Ingredients Not Available,Carrot Halwa is a popular dish served as dessert.
Parotta,Dinner,126,69.5,5.6,22.0,300,Evening,Balanced Diet,Ingredients Not Available,Parotta is a popular dish served as dinner.
Egg Dosa,Breakfast,341,22.7,7.5,10.0,250,Evening,Balanced Diet,Ingredients Not Available,Egg Dosa is a popular dish served as breakfast.
Egg Curry,Side Dish,185,61.5,5.8,3.6,100,Afternoon,Diabetic Friendly,Ingredients Not Available,Egg Curry is a popular dish served as side dish.
Keerai Poriyal,Side Dish,83,34.1,7.8,6.6,300,Afternoon,Balanced Diet,Ingredients Not Available,Keerai Poriyal is a popular dish served as side dish.
Banana Chips,Snack,372,30.6,14.7,9.1,250,Morning,Balanced Diet,Ingredients Not Available,Banana Chips is a popular dish served as snack.
Tomato Soup,Soup,263,48.7,12.2,15.6,100,Afternoon,Immunity Boost,Ingredients Not Available,Tomato Soup is a popular dish served as soup.
Mint Chutney,Side Dish,101,12.1,3.7,28.3,250,Anytime,Weight Gain,Ingredients Not Available,Mint Chutney is a popular dish served as side dish.
Pav Bhaji,Snack,345,21.5,18.8,13.9,200,Evening,Immunity Boost,Ingredients Not Available,Pav Bhaji is a popular dish served as snack.
Vegetable Pulao,Lunch,377,63.0,3.8,29.2,200,Afternoon,Diabetic Friendly,Ingredients Not Available,Vegetable Pulao is a popular dish served as lunch.
Pumpkin Sambar,Side Dish,345,44.2,12.0,3.5,300,Anytime,Weight Gain,Ingredients Not Available,Pumpkin Sambar is a popular dish served as side dish.
Dosa,Breakfast,194,39.7,3.4,9.9,300,Afternoon,Weight Gain,"Rice, Urad Dal, Water, Salt",Dosa is a popular dish served as breakfast.
Fish Fry,Side Dish,311,60.6,14.8,2.4,300,Afternoon,Balanced Diet,Ingredients Not Available,Fish Fry is a popular dish served as side dish.
Chicken Curry,Side Dish,237,60.3,7.0,23.1,100,Evening,Weight Gain,Ingredients Not Available,Chicken Curry is a popular dish served as side dish.
Vegetable Kurma,Side Dish,386,10.4,10.0,6.1,250,Anytime,Balanced Diet,Ingredients Not Available,Vegetable Kurma is a popular dish served as side dish.
Ragi Mudde,Lunch,287,36.7,3.6,10.4,200,Anytime,Immunity Boost,Ingredients Not Available,Ragi Mudde is a popular dish served as lunch.
Idli,Breakfast,137,64.9,13.0,1.0,200,Afternoon,Balanced Diet,"Rice, Urad Dal, Water, Salt",Idli is a popular dish served as breakfast.
Mint Chutney,Side Dish,369,56.3,15.3,14.6,200,Evening,Weight Loss,Ingredients Not Available,Mint Chutney is a popular dish served as side dish.
Milkshake,Beverage,378,19.3,17.7,3.8,250,Evening,Immunity Boost,Ingredients Not Available,Milkshake is a popular dish served as beverage.
Lemon Rice,Lunch,372,40.6,12.5,18.4,150,Afternoon,Immunity Boost,Ingredients Not Available,Lemon Rice is a popular dish served as lunch.
Vadai,Snack,168,44.5,11.3,22.6,100,Afternoon,Weight Gain,"Urad Dal, Black Pepper, Curry Leaves, Salt",Vadai is a popular dish served as snack.
Egg Curry,Side Dish,125,18.3,11.2,1.9,250,Evening,Weight Gain,Ingredients Not Available,Egg Curry is a popular dish served as side dish.
Upma,Breakfast,211,18.1,15.6,29.3,300,Anytime,Immunity Boost,"Rava, Vegetables, Curry Leaves, Spices",Upma is a popular dish served as breakfast.
Chicken Curry,Side Dish,395,55.0,17.7,9.5,100,Morning,Weight Loss,Ingredients Not Available,Chicken Curry is a popular dish served as side dish.
Chicken Curry,Side Dish,212,67.8,19.9,12.8,150,Afternoon,Diabetic Friendly,Ingredients Not Available,Chicken Curry is a popular dish served as side dish.
Vegetable Kurma,Side Dish,253,59.9,14.9,26.0,150,Anytime,Weight Gain,Ingredients Not Available,Vegetable Kurma is a popular dish served as side dish.
Milkshake,Beverage,153,42.2,4.4,21.6,200,Anytime,Weight Gain,Ingredients Not Available,Milkshake is a popular dish served as beverage.
Biryani,Lunch,148,46.4,4.2,13.6,300,Morning,Immunity Boost,Ingredients Not Available,Biryani is a popular dish served as lunch.
Thengai Sevai,Lunch,363,22.9,7.9,21.7,200,Afternoon,Immunity Boost,Ingredients Not Available,Thengai Sevai is a popular dish served as lunch.
Sambar,Side Dish,375,45.9,16.8,6.9,200,Morning,Diabetic Friendly,"Toor Dal, Tamarind, Vegetables, Spices",Sambar is a popular dish served as side dish.
Fish Fry,Side Dish,382,33.3,12.7,13.4,150,Afternoon,Weight Loss,Ingredients Not Available,Fish Fry is a popular dish served as side dish.
Idiyappam,Breakfast,299,58.4,6.1,26.8,200,Evening,Weight Gain,Ingredients Not Available,Idiyappam is a popular dish served as breakfast.
Kootu,Side Dish,129,34.1,12.5,13.3,250,Morning,Diabetic Friendly,"Vegetables, Coconut, Spices, Lentils",Kootu is a popular dish served as side dish.
Sambar,Side Dish,46,28.9,14.2,21.7,150,Evening,Immunity Boost,"Toor Dal, Tamarind, Vegetables, Spices",Sambar is a popular dish served as side dish.
Paneer Butter Masala,Side Dish,339,19.0,8.7,27.7,300,Anytime,Weight Loss,Ingredients Not Available,Paneer Butter Masala is a popular dish served as side dish.
Vegetable Salad,Snack,278,12.8,7.8,24.5,250,Afternoon,Diabetic Friendly,Ingredients Not Available,Vegetable Salad is a popular dish served as snack.
Vadai,Snack,153,14.2,10.0,27.7,200,Anytime,Weight Gain,"Urad Dal, Black Pepper, Curry Leaves, Salt",Vadai is a popular dish served as snack.
Kuzhambu,Side Dish,141,22.4,7.2,19.1,300,Afternoon,Weight Loss,"Tamarind, Vegetables, Spices",Kuzhambu is a popular dish served as side dish.
Masala Tea,Beverage,228,32.6,15.8,22.1,100,Evening,Balanced Diet,Ingredients Not Available,Masala Tea is a popular dish served as beverage.
Mutton Curry,Side Dish,45,44.1,15.4,18.7,200,Evening,Weight Gain,Ingredients Not Available,Mutton Curry is a popular dish served as side dish.
Peanut Ladoo,Snack,293,66.9,16.9,2.1,100,Anytime,Diabetic Friendly,Ingredients Not Available,Peanut Ladoo is a popular dish served as snack.
Parotta,Dinner,386,38.9,13.6,21.3,200,Anytime,Balanced Diet,Ingredients Not Available,Parotta is a popular dish served as dinner.
Banana Chips,Snack,221,25.4,2.8,16.0,100,Evening,Diabetic Friendly,Ingredients Not Available,Banana Chips is a popular dish served as snack.
Dosa,Breakfast,101,37.8,19.9,18.1,100,Evening,Diabetic Friendly,"Rice, Urad Dal, Water, Salt",Dosa is a popular dish served as breakfast.
Bhindi Fry,Side Dish,384,53.4,4.3,24.9,150,Evening,Balanced Diet,Ingredients Not Available,Bhindi Fry is a popular dish served as side dish.
Mutton Curry,Side Dish,395,68.3,7.9,27.5,150,Anytime,Immunity Boost,Ingredients Not Available,Mutton Curry is a popular dish served as side dish.
Vegetable Kurma,Side Dish,145,21.3,15.2,13.4,100,Anytime,Weight Loss,Ingredients Not Available,Vegetable Kurma is a popular dish served as side dish.
Pumpkin Sambar,Side Dish,296,65.1,7.8,23.3,150,Morning,Immunity Boost,Ingredients Not Available,Pumpkin Sambar is a popular dish served as side dish.
Vadai,Snack,363,29.1,10.2,11.3,150,Anytime,Immunity Boost,"Urad Dal, Black Pepper, Curry Leaves, Salt",Vadai is a popular dish served as snack.
Idli,Breakfast,88,43.2,17.2,17.0,300,Morning,Diabetic Friendly,"Rice, Urad Dal, Water, Salt",Idli is a popular dish served as breakfast.
Vegetable Kurma,Side Dish,96,21.6,7.1,1.9,300,Anytime,Weight Loss,Ingredients Not Available,Vegetable Kurma is a popular dish served as side dish.
Pav Bhaji,Snack,116,34.8,2.1,20.7,300,Afternoon,Weight Loss,Ingredients Not Available,Pav Bhaji is a popular dish served as snack.
Masala Tea,Beverage,293,19.1,8.0,5.7,100,Morning,Weight Loss,Ingredients Not Available,Masala Tea is a popular dish served as beverage.
Rasam,Soup,300,19.8,12.1,24.1,100,Anytime,Weight Gain,"Tamarind, Tomatoes, Spices, Coriander",Rasam is a popular dish served as soup.
Carrot Halwa,Dessert,61,34.3,10.2,29.0,200,Anytime,Weight Loss,Ingredients Not Available,Carrot Halwa is a popular dish served as dessert.
Chicken 65,Snack,288,25.7,7.6,18.7,250,Anytime,Diabetic Friendly,Ingredients Not Available,Chicken 65 is a popular dish served as snack.
Parotta,Dinner,350,48.1,8.3,19.3,250,Afternoon,Diabetic Friendly,Ingredients Not Available,Parotta is a popular dish served as dinner.
Dosa,Breakfast,77,26.2,6.7,12.8,200,Morning,Weight Gain,"Rice, Urad Dal, Water, Salt",Dosa is a popular dish served as breakfast.
Mutton Curry,Side Dish,220,67.8,18.5,26.9,150,Evening,Balanced Diet,Ingredients Not Available,Mutton Curry is a popular dish served as side dish.
Fish Fry,Side Dish,285,53.2,14.6,20.7,150,Anytime,Weight Gain,Ingredients Not Available,Fish Fry is a popular dish served as side dish.
Banana Chips,Snack,231,38.9,14.1,24.9,150,Morning,Balanced Diet,Ingredients Not Available,Banana Chips is a popular dish served as snack.
Vegetable Sandwich,Snack,264,60.9,12.7,27.8,200,Anytime,Immunity Boost,Ingredients Not Available,Vegetable Sandwich is a popular dish served as snack.
Mint Chutney,Side Dish,215,47.3,12.1,19.5,300,Afternoon,Weight Gain,Ingredients Not Available,Mint Chutney is a popular dish served as side dish.
Payasam,Dessert,139,27.8,13.2,16.7,100,Afternoon,Weight Loss,"Rice, Milk, Jaggery, Cardamom, Cashews",Payasam is a popular dish served as dessert.
Thengai Sevai,Lunch,106,69.7,5.7,25.9,250,Afternoon,Balanced Diet,Ingredients Not Available,Thengai Sevai is a popular dish served as lunch.
Masala Tea,Beverage,340,26.2,19.7,9.1,200,Anytime,Balanced Diet,Ingredients Not Available,Masala Tea is a popular dish served as beverage.
Ragi Mudde,Lunch,272,54.0,13.1,12.4,150,Morning,Weight Gain,Ingredients Not Available,Ragi Mudde is a popular dish served as lunch.
Paneer Butter Masala,Side Dish,41,27.8,5.7,4.5,150,Evening,Weight Gain,Ingredients Not Available,Paneer Butter Masala is a popular dish served as side dish.
Chicken Curry,Side Dish,235,58.5,10.1,14.5,200,Morning,Weight Loss,Ingredients Not Available,Chicken Curry is a popular dish served as side dish.
Pesarattu,Breakfast,332,22.7,5.6,15.3,100,Morning,Diabetic Friendly,Ingredients Not Available,Pesarattu is a popular dish served as breakfast.
Egg Curry,Side Dish,241,35.2,7.5,23.1,150,Afternoon,Diabetic Friendly,Ingredients Not Available,Egg Curry is a popular dish served as side dish.
Banana Chips,Snack,251,46.1,15.2,3.8,150,Anytime,Weight Gain,Ingredients Not Available,Banana Chips is a popular dish served as snack.
Vegetable Sandwich,Snack,127,32.4,18.8,22.9,300,Anytime,Immunity Boost,Ingredients Not Available,Vegetable Sandwich is a popular dish served as snack.
Chapati,Lunch,332,28.4,8.1,12.3,150,Evening,Weight Loss,Ingredients Not Available,Chapati is a popular dish served as lunch.
Carrot Halwa,Dessert,143,35.5,5.9,6.6,100,Morning,Balanced Diet,Ingredients Not Available,Carrot Halwa is a popular dish served as dessert.
Pongal,Breakfast,249,65.6,16.9,19.7,250,Afternoon,Weight Gain,"Rice, Moong Dal, Ghee, Black Pepper, Cumin",Pongal is a popular dish served as breakfast.
Egg Dosa,Breakfast,145,62.7,18.6,12.7,150,Evening,Diabetic Friendly,Ingredients Not Available,Egg Dosa is a popular dish served as breakfast.
Beans Stir Fry,Side Dish,271,67.6,18.4,28.9,200,Evening,Immunity Boost,Ingredients Not Available,Beans Stir Fry is a popular dish served as side dish.
Vegetable Kurma,Side Dish,318,65.7,10.5,8.0,100,Afternoon,Immunity Boost,Ingredients Not Available,Vegetable Kurma is a popular dish served as side dish.
Vegetable Kurma,Side Dish,370,59.7,18.9,12.7,200,Anytime,Weight Loss,Ingredients Not Available,Vegetable Kurma is a popular dish served as side dish.
Beans Stir Fry,Side Dish,313,62.0,9.6,18.6,150,Anytime,Diabetic Friendly,Ingredients Not Available,Beans Stir Fry is a popular dish served as side dish.
Sambar,Side Dish,72,68.4,8.2,9.9,300,Evening,Weight Loss,"Toor Dal, Tamarind, Vegetables, Spices",Sambar is a popular dish served as side dish.
Tomato Soup,Soup,99,49.6,9.9,8.8,250,Afternoon,Diabetic Friendly,Ingredients Not Available,Tomato Soup is a popular dish served as soup.
Payasam,Dessert,181,33.1,15.5,11.1,250,Morning,Immunity Boost,"Rice, Milk, Jaggery, Cardamom, Cashews",Payasam is a popular dish served as dessert.
Vegetable Kurma,Side Dish,176,13.0,12.0,26.8,300,Evening,Balanced Diet,Ingredients Not Available,Vegetable Kurma is a popular dish served as side dish.
Thengai Sevai,Lunch,40,25.4,7.8,8.4,300,Evening,Immunity Boost,Ingredients Not Available,Thengai Sevai is a popular dish served as lunch.
Banana Chips,Snack,341,66.8,10.3,27.9,150,Afternoon,Diabetic Friendly,Ingredients Not Available,Banana Chips is a popular dish served as snack.
Chicken Curry,Side Dish,206,29.9,2.4,25.0,300,Morning,Immunity Boost,Ingredients Not Available,Chicken Curry is a popular dish served as side dish.
Masala Tea,Beverage,141,39.5,12.9,2.2,150,Afternoon,Immunity Boost,Ingredients Not Available,Masala Tea is a popular dish served as beverage.
Coconut Chutney,Side Dish,117,33.7,13.8,5.0,150,Anytime,Balanced Diet,Ingredients Not Available,Coconut Chutney is a popular dish served as side dish.
Vegetable Salad,Snack,262,38.1,3.8,20.2,200,Afternoon,Weight Gain,Ingredients Not Available,Vegetable Salad is a popular dish served as snack.
Coconut Chutney,Side Dish,229,15.5,2.4,9.1,200,Evening,Weight Loss,Ingredients Not Available,Coconut Chutney is a popular dish served as side dish.
Upma,Breakfast,384,11.0,17.2,0.8,200,Evening,Balanced Diet,"Rava, Vegetables, Curry Leaves, Spices",Upma is a popular dish served as breakfast.
Rasam,Soup,290,41.3,15.6,25.4,250,Afternoon,Diabetic Friendly,"Tamarind, Tomatoes, Spices, Coriander",Rasam is a popular dish served as soup.
Curd Rice,Lunch,212,62.0,4.3,1.6,300,Anytime,Balanced Diet,Ingredients Not Available,Curd Rice is a popular dish served as lunch.
Vegetable Salad,Snack,167,57.1,4.7,11.5,150,Anytime,Weight Gain,Ingredients Not Available,Vegetable Salad is a popular dish served as snack.
Vegetable Kurma,Side Dish,389,33.8,18.7,15.3,250,Morning,Balanced Diet,Ingredients Not Available,Vegetable Kurma is a popular dish served as side dish.
Vegetable Sandwich,Snack,324,26.2,5.0,13.1,250,Afternoon,Balanced Diet,Ingredients Not Available,Vegetable Sandwich is a popular dish served as snack.
Dal Tadka,Side Dish,294,50.8,15.5,1.9,250,Morning,Weight Loss,Ingredients Not Available,Dal Tadka is a popular dish served as side dish.
Fruits Bowl,Snack,60,21.1,19.2,3.4,100,Afternoon,Immunity Boost,Ingredients Not Available,Fruits Bowl is a popular dish served as snack.
Milkshake,Beverage,193,50.5,11.7,12.3,200,Evening,Weight Loss,Ingredients Not Available,Milkshake is a popular dish served as beverage.
Mint Chutney,Side Dish,348,35.3,14.2,24.0,300,Afternoon,Weight Gain,Ingredients Not Available,Mint Chutney is a popular dish served as side dish.
Fruits Bowl,Snack,382,38.3,14.5,11.8,300,Anytime,Diabetic Friendly,Ingredients Not Available,Fruits Bowl is a popular dish served as snack.
Lemon Rice,Lunch,92,57.4,17.9,9.1,300,Evening,Immunity Boost,Ingredients Not Available,Lemon Rice is a popular dish served as lunch.
Vegetable Kurma,Side Dish,398,69.3,14.4,27.3,250,Morning,Diabetic Friendly,Ingredients Not Available,Vegetable Kurma is a popular dish served as side dish.
Dosa,Breakfast,104,64.6,19.2,8.2,100,Morning,Immunity Boost,"Rice, Urad Dal, Water, Salt",Dosa is a popular dish served as breakfast.
Ghee Rice,Lunch,126,22.8,8.7,29.5,300,Evening,Immunity Boost,Ingredients Not Available,Ghee Rice is a popular dish served as lunch.
Parotta,Dinner,76,58.0,8.9,28.1,250,Afternoon,Weight Loss,Ingredients Not Available,Parotta is a popular dish served as dinner.
Fruits Bowl,Snack,69,27.9,10.9,5.5,100,Anytime,Diabetic Friendly,Ingredients Not Available,Fruits Bowl is a popular dish served as snack.
Filter Coffee,Beverage,157,26.2,9.6,2.9,100,Morning,Diabetic Friendly,Ingredients Not Available,Filter Coffee is a popular dish served as beverage.
Tomato Soup,Soup,137,38.5,5.7,28.5,300,Evening,Diabetic Friendly,Ingredients Not Available,Tomato Soup is a popular dish served as soup.
Idiyappam,Breakfast,207,59.5,7.8,24.3,250,Afternoon,Balanced Diet,Ingredients Not Available,Idiyappam is a popular dish served as breakfast.
Ghee Rice,Lunch,293,54.9,5.4,24.1,150,Afternoon,Weight Gain,Ingredients Not Available,Ghee Rice is a popular dish served as lunch.
Kuzhambu,Side Dish,150,55.8,5.1,6.9,200,Anytime,Balanced Diet,"Tamarind, Vegetables, Spices",Kuzhambu is a popular dish served as side dish.
Vegetable Kurma,Side Dish,127,50.0,17.8,25.8,200,Anytime,Immunity Boost,Ingredients Not Available,Vegetable Kurma is a popular dish served as side dish.
Vegetable Salad,Snack,214,28.6,12.7,6.0,150,Evening,Weight Loss,Ingredients Not Available,Vegetable Salad is a popular dish served as snack.
Keerai Poriyal,Side Dish,95,54.4,6.8,11.0,300,Evening,Diabetic Friendly,Ingredients Not Available,Keerai Poriyal is a popular dish served as side dish.
